item_id;vectors
1064;-0.6517866|0.44899505|1.0151792|0.64118135|-0.23441933|0.52943766|0.01584898|0.22369932|-0.046359807|-0.6983596|0.42276323|0.17016292|-0.031409025|0.8220713|-0.4050678|-0.58301884|0.16566479|0.45766446|-0.08413112|0.35424697|-0.28158677|0.49721915|-0.6597973|0.81515396|-0.09432266|-0.4207371|0.17605823|-0.1623782|-0.15130973|0.21970876|-0.46656615|-0.15292098|-0.0018886328|-0.08478624|0.21040064|0.22875477|0.5438102|-1.1256732|0.16922121|0.20424218|-0.3752215|-0.47676083|0.44386995|0.4045127|-0.10899237|-0.5080309|0.22599675|0.35657868|-0.6342803|-0.19720137|-0.66765857|0.652172|-0.14352918|0.025612194|-0.521516|-0.023982972|-0.34807307|-0.0006863922|0.22997653|0.26527888|0.25672567|0.5156235|0.12390083|-0.55794|0.5115973|-0.11249325|0.42853266|0.57135344|0.62185097|0.1147463|-0.24921666|-0.26289725|0.61681336|0.5252816|-0.5108955|0.8527279|-0.29109827|0.6378043|-0.47131518|-0.2693955|0.7204149|-0.12139872|0.24052016|0.089259446|-0.40960193|0.54470026|0.25916994|0.8077198|0.2608769|0.3030599|-0.06157504|0.25171077|0.29065776|-0.6689384|0.4453529|0.017193943|0.16385697|-0.43753463|0.025335759|-1.0762761
1065;-0.12419233|0.5487595|0.8956022|0.3673199|-0.35905433|0.5024707|-0.37735543|0.26656935|0.4669965|-0.5959475|0.5621318|0.32653576|-0.21129407|0.5144306|0.0020873994|-0.40310743|-0.034018695|0.01736182|0.16562425|0.35772485|-0.25156358|0.5377615|-0.61394376|0.2181127|0.025908789|-0.11737688|0.7587783|0.18432371|-0.23499994|0.24771671|-0.21432346|-0.118251696|0.3636286|0.48764712|0.25470504|0.7439594|0.25026995|-0.8395933|0.24550277|0.39226335|0.08260442|0.26294702|0.12661703|0.003570158|-0.29465932|-0.12526314|0.2888421|-0.026714772|-0.42744762|-0.7426708|-0.5580618|0.31308043|-0.11905657|0.07869679|-0.08022974|0.4878193|-0.4217462|-0.049468473|-0.25473997|0.5065006|-0.16648707|0.6658082|0.10894382|0.17722592|0.1459977|-0.093481004|0.49408746|-0.03150049|0.44188526|0.06541453|-0.32687426|0.008311927|0.012545228|0.1970018|-0.31850228|0.79994833|-0.4965984|0.20279765|-0.45533335|-0.08616173|0.29328507|-0.19964582|0.24062392|-0.244659|-0.3321053|0.49169117|-0.19728452|0.19438314|0.58015174|0.23690088|-0.18828858|0.047923297|0.3711623|-0.085802644|-0.4058988|-0.052180916|-0.14823724|0.14667667|-0.022516638|-0.31369478
1066;-0.6984966|0.41071475|0.8775118|0.73421824|-0.47344577|0.044843763|0.1366815|0.32559264|0.3674408|-0.3713171|0.0997079|0.004368186|-0.69065166|0.45913702|-0.10662636|-0.7316938|0.816656|0.4199766|0.3682527|0.7665756|-0.58997184|0.4306991|-0.33371902|0.10765518|0.014213208|-0.043101177|0.7178476|0.17351983|0.022326946|0.11240841|-0.34332561|0.37389636|0.58762705|0.31102663|0.03207825|0.5444859|-0.08015078|-0.3810525|0.72791624|0.5309923|0.3626299|0.1280155|-0.23827863|0.31895655|0.115232006|-0.7514688|0.63116944|0.05883855|-0.08196011|-0.65019715|-0.7432637|0.6305415|0.061416432|0.2980628|0.032437965|0.57603073|-0.061983526|0.07164022|0.17239279|-0.024650574|0.24242838|0.14003389|-0.4398138|-0.36597258|0.41872406|0.57834864|0.32518777|0.42120683|0.47280627|0.12481813|-0.21999967|0.39063787|0.34102553|0.16199388|-0.41444707|0.59507227|-0.90685844|0.16001657|-0.59758425|0.34739897|0.038227633|-0.78358924|-0.13470636|-0.22870985|-0.32818383|0.61484694|0.22140546|-0.094002515|0.026856035|0.6621351|0.12317617|-0.17433286|0.19335143|-0.7205172|-0.268421|-0.8312676|0.07016206|0.067555726|0.33757168|-0.330728
1067;-0.77876437|0.36875638|0.34919775|0.052218407|0.0967183|0.5304572|-0.27259922|-0.1042674|0.19369628|-0.47187874|0.09217399|0.45648462|-0.41030842|0.8237008|-0.5240848|-0.15994218|-0.2504592|0.6225737|0.32435918|0.34337288|-0.88353133|0.6396556|-0.38034803|0.5841923|0.45224303|-0.4551372|0.27646714|-0.15894929|-0.08310358|0.057384774|0.24356474|0.23003758|0.4601043|0.6233898|0.52377665|0.26724377|-0.12288645|-1.1543276|-0.12098223|-0.45478347|0.44047585|0.8356161|0.49294046|-0.14912064|-0.18472913|-0.41866708|0.6741897|-0.1147044|-0.74097085|-0.21303213|-0.6679143|0.41715467|-1.0168469|0.0036555044|0.14037696|0.59871626|-0.68404627|-0.36618418|0.738482|0.5605358|-0.064200856|0.26162377|0.065017134|-0.13464928|0.29192337|0.655371|0.026758373|0.8495396|0.62781274|0.17806183|-0.53662056|-0.08944863|0.7760688|0.2022532|-0.27494472|0.30546832|-0.7910238|0.68785894|-0.4795105|0.40385464|0.87062156|0.027381718|0.5347303|-0.74026275|-0.34032038|0.50239813|-0.4783243|-0.22254232|-0.005749196|0.13284686|-0.034231976|0.30632362|0.19339046|-0.8453009|-0.5849336|0.05491516|-0.25201863|-0.29125613|0.16301091|-0.7023659
1068;-0.676607|0.39228395|0.16861525|0.4912222|0.109081954|0.29761007|-0.5203068|0.11273656|0.37879878|-0.30301735|-0.029275894|0.62086385|-0.46081436|0.33672836|-0.21578512|-0.44685507|0.43112418|0.32955003|0.07724139|0.71651053|-0.30910888|0.32259628|-0.46853426|0.23354399|-0.34223428|-0.22005987|0.58269763|-0.29681724|-0.40429622|0.07662266|-0.18194932|0.2765746|0.3671649|0.12406187|0.3175983|0.114931256|0.20393991|-0.55042565|0.33899587|0.3460289|-0.08044331|0.476486|0.46557927|-0.004308913|-0.14714542|-0.6593412|0.57423675|-0.005615048|-0.3201421|-0.45016983|-0.64693826|0.8154735|-0.39790902|0.17582819|-0.30988067|0.42046055|-0.45030546|-0.54377663|0.0014524609|0.64558333|-0.00013633817|0.07394518|-0.04338748|-0.24226132|0.48531187|0.17986943|0.16438694|0.11196664|0.50409794|0.35554877|-0.24612562|-0.026775282|0.22311065|0.5704824|-0.41409582|0.6041902|-0.15418565|0.41028962|-0.5056485|0.15932305|0.27582645|-0.24950883|0.23518567|0.014622852|-0.5344118|0.6042458|0.18431087|0.3924473|0.24270171|0.29029655|0.044955835|0.47725552|0.25831127|-0.41488278|0.15980375|-0.3478048|0.7192629|-0.12104106|0.35164794|-0.096987635
1069;-0.37036157|0.51234126|0.4303002|-0.13469636|0.28442448|0.55633765|-0.43219835|0.16647814|0.3985911|-0.19591448|0.026882559|0.5787746|-0.6003275|0.7372797|-0.47652364|-0.37617213|0.3997046|0.4657744|0.07411289|0.22713494|-0.5077838|0.5552118|-0.5585268|0.25209686|-0.15851668|0.1646857|0.3671113|-0.07798585|-0.3776151|0.3392853|-0.75683564|-0.2265165|0.46113423|0.487235|0.2766847|0.48358774|0.1450516|-0.86341894|0.30160984|0.39460936|-0.15779483|0.08081053|0.32407326|-0.13320181|-0.21220197|-0.01259312|0.5691827|-0.030594636|-0.15171859|-0.6369185|-0.7505679|0.37470633|-0.4900509|-0.20332736|-0.32170248|0.21250896|-0.43243355|-0.0005602613|-0.03484248|0.65434396|-0.33586332|-0.0500713|-0.27693748|0.05941552|0.07726756|0.29552692|0.2493791|0.7797049|0.6291994|0.12209618|0.056385696|0.20427683|0.33745745|0.33587036|-0.268099|0.26699108|-0.9967649|0.3064665|-0.3290145|-0.15000102|0.26068062|-0.367445|0.5309352|-0.5141481|-0.24133423|0.5625067|-0.25809386|0.09406932|0.062540784|-0.15697472|-0.02316311|0.28676528|0.09529969|-0.4421067|-0.1643942|-0.39117312|0.38185537|-0.009846106|-0.051591218|-0.9093255
1070;-0.19485493|0.62062305|0.37528527|0.54250485|-0.2346464|0.33323932|-0.3635863|0.38387066|0.011966884|-0.32990506|0.22933394|0.4929124|-0.08214468|0.7850476|-0.43757558|-0.4533605|0.28369093|0.16749059|0.1141573|0.7087459|-0.3572712|0.25226644|-0.59096694|0.07120991|0.087617226|-0.13378209|0.34320444|-0.0005091131|-0.10671465|0.4587792|-0.093120635|0.060338527|0.6800257|0.16943255|0.44124538|0.39150253|0.027731776|-0.65347695|0.24027938|0.36126992|0.37956488|0.15202425|0.552726|-0.31206244|-0.32486382|-0.2111529|0.5177233|-0.09782556|-0.3929956|-0.6411933|-1.0558805|0.7397837|-0.3786678|-0.21996832|0.048695818|0.280281|0.229696|0.020120278|-0.29045093|0.3996382|-0.0050516743|0.5359229|-0.70185167|-0.31507993|0.6539616|0.35545528|0.5861634|0.07482389|0.33653814|0.49306712|-0.55540985|0.062496018|0.7619124|0.27727583|-0.22345573|0.14584115|-0.18980578|0.025406659|-0.38608053|-0.048809126|0.055148527|-0.124475546|0.5061823|-0.18440086|-0.36547154|0.34078076|-0.04383269|0.2725838|0.0057093054|0.10652548|0.60130495|0.20837581|0.46739575|-0.58886254|-0.46833718|-0.25541365|0.28583258|-0.021658361|0.03231564|-0.82537305
1071;-0.499386|0.3475312|0.26413083|0.37911877|0.15138331|0.64191735|-0.34870857|0.2525354|0.45203692|-0.5189183|0.10192473|0.3514813|-0.42792565|0.5742473|-0.37995523|-0.5030209|0.39219642|0.2157322|0.15307973|0.50005376|-0.28123763|0.5650051|-0.6288599|0.45551333|0.21243733|-0.09403026|0.62119615|-0.16344708|-0.10366747|0.2088282|-0.086295426|0.21674053|0.3760714|0.266735|0.14749628|0.21806116|0.25801146|-0.8279439|0.359565|0.27979288|-0.03484431|0.41069677|0.4157102|-0.113664135|-0.3596894|-0.2707715|0.79456586|-0.12708768|-0.24113336|-0.62793875|-0.7907828|0.77642906|-0.12626705|0.064197704|-0.33496815|0.27845797|-0.32361287|0.009863868|-0.23581609|0.5112161|0.2205693|0.3470397|-0.06562337|-0.46994856|0.54044616|0.064949766|0.36968106|-0.04279989|0.40932998|0.28301492|-0.21326184|0.0875118|0.5142963|0.4283347|-0.50333536|0.51818424|-0.41115102|0.27211604|-0.51322544|-0.015474811|0.24893326|-0.22062854|0.09688189|-0.11155935|-0.5513294|0.57061243|-0.07592243|0.4332463|0.3550791|0.015723556|-0.05007322|0.5271691|0.23662713|-0.32009128|0.04597068|-0.43347013|0.1752526|-0.12905642|0.3987676|-0.6208717
1072;-0.5055755|0.38129705|0.5162|0.22503503|0.28144836|0.67546296|0.10897398|-0.0076399148|0.1651947|-0.10595149|0.11460042|0.19984594|-0.107521504|0.34288698|-0.16008337|-0.3036936|0.04964584|0.5393785|0.23359045|0.64390284|-0.34156522|0.5526265|-0.42246532|0.90333915|-0.57786703|0.05463949|0.6710663|-0.3673557|-0.35927546|0.2308512|-0.0430142|0.4990846|0.10614884|0.36851236|0.36875036|0.26483217|0.1991642|-0.32861304|0.638355|0.32887143|-0.5158994|0.64578557|0.5838665|0.19511601|0.0007286817|-0.0041176677|0.46629077|0.42005903|-0.15766221|-0.29268748|-0.25184816|0.1078538|-0.6484646|0.7964694|-0.1324343|-0.16169795|-0.4359755|-0.24556072|-0.5147112|1.0467986|-0.057596862|-0.04899627|0.2854006|-0.034950927|-0.030508935|0.1955865|0.44430923|0.12463621|0.33948985|0.5111687|-0.24584967|-0.014651325|0.61018217|0.024099588|-0.54495215|0.7613844|-1.1216911|0.41949892|-0.46398297|0.5669509|0.43443972|-0.5183811|-0.060878232|0.046553224|-0.26585707|0.2880107|0.11350162|0.49629545|0.50421494|0.34483644|0.4447695|0.3434552|-0.3248178|-0.5375371|0.016088337|-0.5337819|0.16929205|-0.30430284|0.1782237|-0.38955456
1073;-0.722054|0.24268802|0.4276151|0.4810574|-0.48772827|0.22151005|-0.32002392|0.3956656|0.074008316|-0.8302204|0.6063881|0.6209829|-0.53334606|0.8771397|-0.2946422|-0.46441025|0.76136625|0.56054866|-0.10037634|0.032625794|-0.2806426|0.31781796|-0.48594368|0.632609|0.003883617|-0.4080823|0.70106477|-0.39508146|-0.67195415|-0.2388624|-0.25380757|0.041952156|0.5442139|0.27919033|0.42383653|0.6208086|0.28923684|-0.36011878|0.3424533|0.5600178|-0.0977626|0.29779968|0.25349405|-0.35223287|-0.55443424|-0.1915089|0.625225|0.19138755|-0.47038236|-0.5390176|-0.6267924|0.38834077|-0.18094254|-0.31510282|-0.5769489|0.34052354|-0.33908746|0.23986565|-0.026708724|0.5620898|0.12416364|0.24826163|0.035614327|-0.7660835|0.117353156|0.12495883|0.7080534|0.4908409|0.23822974|0.45122623|-0.03600499|0.3904053|0.6461636|0.3233301|-0.5036886|0.81606317|-0.44563085|0.5073031|-0.22602284|0.23449329|0.5093732|-0.15623052|0.36793947|-0.27078077|-0.43635958|0.50579345|-0.26929924|0.3550608|-0.07240835|0.5408991|-0.021291316|0.5024003|0.0056586117|-0.28879172|0.09620279|-0.13728245|0.1653156|-0.63964665|0.5143867|-0.16814286
1074;-0.16926487|0.84838843|0.83103395|0.5292528|-0.17431797|0.25273502|-0.27298397|0.33910322|0.1368739|-0.70691514|0.4833509|0.81122726|-0.7665423|0.359059|-0.25291854|-0.5482226|0.7999759|0.1523085|0.054221757|0.3556239|0.03546253|0.5436356|-0.6599275|0.3281666|-0.16297625|-0.098311156|0.8855761|-0.14646761|-0.33588475|0.45571342|-0.40733188|0.006637413|0.41967914|0.40110946|0.28539127|0.46351272|0.13206914|-0.80363184|0.14999892|-0.05906841|0.0010780692|-0.02745758|0.15274194|-0.053554166|0.05215244|-0.21793988|0.4112171|0.05273184|-0.47014874|-0.6010407|-0.5621056|0.7805518|-0.22093357|0.020355266|-0.21356666|0.16068366|-0.05410251|-0.052098624|-0.16462407|0.5954656|-0.11945799|0.84653044|-0.3213302|-0.33386996|0.28432944|0.17842531|0.38764596|0.23594832|0.32976636|0.3062239|-0.10058742|-0.04702406|0.3921057|0.4692008|-0.31309375|0.713583|-0.5892473|0.17123416|-0.4214384|-0.14648148|0.41649622|-0.23151426|0.39538378|-0.26962528|-0.43808785|0.5585|-0.21345127|0.54407644|0.017650783|0.08059728|-0.25356144|0.24876675|0.22007565|-0.35232675|-0.07868245|-0.2717443|-0.119655296|-0.18112251|0.048023|-0.70921534
1075;-0.46870655|0.29503947|0.54431325|0.44418016|0.2586893|0.5158159|-0.018245772|0.13792282|0.15729016|-0.2814055|0.2507154|0.41285947|-0.18563735|0.49926603|-0.44718608|-0.48673505|0.27792948|0.032811284|0.24658114|0.33030516|-0.43411064|0.3814606|-0.621591|0.36868|0.053157605|-0.13551088|0.42555463|-0.3333314|-0.08963238|0.15527189|-0.47124696|0.030885782|0.5392696|0.4468813|0.37280464|0.5611194|0.40985888|-0.84296525|0.20545667|0.5063274|0.18693388|0.06401486|0.5015352|0.010644957|-0.23639663|-0.1356139|0.6111849|-0.02412587|-0.47579157|-0.4703683|-0.6026429|0.40653145|-0.25599685|0.041011315|-0.26291516|0.27799603|-0.52216613|-0.14717908|-0.11993247|0.32421812|-0.09496569|0.39294556|-0.23175484|-0.37554464|0.45138103|-0.024915248|0.33868787|-0.058128804|0.70657283|0.23395693|-0.2884535|-0.034724858|0.57308555|0.490281|-0.2162593|0.5850445|-0.71502054|0.4395383|-0.48445582|-0.31233183|0.47094548|-0.29253644|0.3649755|-0.17062894|-0.27074587|0.60972923|-0.21562776|0.59779334|0.422719|0.103092186|0.18139577|0.17142934|-0.11306468|-0.28936562|-0.34883767|-0.10881989|0.12181125|0.051643908|0.14803632|-0.5490898
1076;-0.036331505|0.4176504|0.7452606|0.41272596|0.09115575|0.2281453|0.005384654|0.066048175|0.31618506|-0.21121967|0.41658583|0.30642724|-0.26860213|0.6770025|-0.37139535|-0.41786626|0.39636523|0.19089669|0.09562627|0.23696302|0.0065823495|0.5848843|-0.6385723|0.14627196|0.19114824|-0.13826793|0.37544394|-0.25845948|-0.528792|0.04353009|-0.032323077|0.12299142|0.44951037|0.2769683|0.3129605|0.5101579|0.260125|-0.76855206|0.24150388|0.19827539|0.19571912|0.17876987|0.60433304|-0.34274256|-0.24432768|-0.12269029|0.45316637|0.3488393|-0.04731992|-0.82308733|-0.85004437|0.5525262|-0.054832146|-0.2366674|-0.28022617|0.22184817|-0.35955784|0.019113764|-0.102233574|0.77293277|0.023278674|0.34230813|-0.44559127|-0.47350252|0.3233083|0.4680799|0.17629138|-0.025356382|0.50241333|0.38814604|-0.30848128|0.052713145|0.37702274|0.45102352|-0.28169367|0.5466091|-0.43570656|0.4645348|-0.18745235|-0.20878789|0.31891266|-0.092501566|0.24032106|-0.42564663|-0.43391475|0.18508023|-0.31219634|0.36007243|0.2327376|0.21686082|0.19740677|-0.001927048|0.2625677|-0.3842434|-0.10169393|-0.3356786|0.09005187|-0.17033249|0.12524226|-0.5135128
1077;-0.12799406|0.57742894|0.38039967|0.83731544|-0.3536176|0.23656756|-0.2888117|0.16808684|0.48860472|-0.6627321|0.85107327|0.37402394|-0.32040572|0.9505589|-0.3468385|-0.44149032|0.17906013|0.2625311|0.17177281|0.34590513|-0.3716126|0.6463993|-0.38889408|0.53014493|-0.049979888|-0.43194145|-0.037251234|-0.09091153|-0.198358|0.42711467|-0.07400669|0.34497857|0.5590231|0.41739482|-0.026352137|0.48995662|-0.005175054|-0.6272742|0.16254607|0.56348705|0.1115921|0.11265644|0.26644176|-0.19343278|-0.18507977|-0.3255459|0.49455586|-0.16980943|-0.43899548|-0.7140324|-0.7260495|0.9016573|-0.23822609|-0.0022305883|0.22240886|0.7124988|-0.35951036|0.012585014|-0.06835854|0.4340591|-0.116073966|0.34528494|-0.16877997|-0.20615268|0.7265855|0.09836556|0.5536792|0.49129245|0.5108981|0.18929656|-0.27714637|-0.14314862|0.40790957|0.44363067|-0.7728043|0.40767965|-0.6520335|0.6883799|-0.6401961|-0.019605737|0.28193912|-0.33857095|0.06712209|-0.28552425|-0.42664707|0.6939526|-0.53620315|0.3509227|0.15859082|0.3714339|0.08813345|0.33476278|0.1285392|-0.40145078|-0.24131043|-0.17217119|0.02578491|-0.38043267|0.19254509|-0.701135
1078;-0.19599317|0.49183074|0.63598853|-0.23494434|-0.17031588|0.34334645|-0.6352801|0.09190342|0.71553475|-0.39928898|0.61511314|0.37623087|-0.31104612|0.67549986|-0.23002438|-0.4362236|0.13593954|0.2764952|0.32042143|0.31391722|0.013069004|0.3976472|-0.23742354|0.2804643|-0.36641344|-0.10455628|0.30881315|0.33363003|-0.28586692|0.20702639|-0.3535424|0.30599588|0.10101834|0.4632439|0.16787073|0.28831512|0.46600813|-0.7264475|0.32863307|0.3922203|-0.20861647|-0.06845282|0.22405946|0.032193974|0.30212772|-0.37580135|1.1420064|-0.05758756|-0.2853083|-0.05503562|-0.55777484|0.6280423|-0.29851454|-0.051017933|0.15632436|-0.13299078|-0.45759517|0.25097454|0.09293873|0.5194034|-0.3434035|0.44262275|-0.13665621|0.121590585|0.14926593|0.50832826|0.4583795|0.20745961|-0.15150073|0.48612446|-0.24043787|0.057693772|0.4057259|0.6920291|-0.22820145|0.5265627|-0.49043512|0.26428252|-0.39877838|0.2886086|0.07302353|0.49943295|0.16469981|-0.24981499|-0.39103645|0.6069336|-0.26399323|0.35815877|0.36728528|-0.2649721|-0.20137887|0.5430395|0.24156064|-0.516806|0.07685745|-0.47933853|0.007774994|-0.1928666|0.85376287|-0.7614225
1079;-0.29033172|0.5151075|0.5415438|0.4082118|0.22850087|0.64694375|-0.519295|0.028308079|0.618174|-0.4459331|0.5506334|0.2938127|-0.50123304|0.72324854|-0.39417523|-0.44132748|0.45512542|0.30982712|-0.032447025|0.59726244|-0.24166769|0.4253735|-0.4934376|0.23272899|0.0440917|0.014307916|0.661846|-0.22492494|-0.405111|0.15268138|-0.26146415|-0.21996792|0.73592675|0.33783695|0.30492526|0.5821193|0.4622085|-0.7206036|0.1698979|0.04707554|-0.003555201|-0.014938146|0.1200757|-0.082378194|-0.43240458|-0.086689785|0.5886124|0.22031292|-0.23817503|-0.81264734|-0.7832471|0.56364864|-0.05716914|-0.04062537|-0.098461874|0.17356025|-0.26753417|-0.23335558|-0.27691546|0.29341748|0.051026538|0.25906193|-0.37077352|-0.27896473|0.6160376|0.12692513|0.43967447|-0.025539607|0.52658415|0.260543|-0.08342376|0.19455872|0.1891277|0.39875722|-0.49164093|0.2540517|-0.22079071|0.40939972|-0.27812654|0.104594834|0.19355085|0.1141181|0.21543849|-0.12411342|-0.27837572|0.44661528|-0.3761737|0.40473592|0.2734754|0.08754861|0.46976793|0.34220633|0.08873093|-0.36294124|-0.26931548|-0.10874593|0.11915373|-0.060754992|-0.041147172|-0.23399344
1080;-0.37476587|0.54485667|0.5468676|0.4062094|0.19740972|0.49242836|-0.097852595|0.16897154|0.31635085|-0.38892683|0.17985646|0.7126286|-0.53973496|0.4050715|-0.3269518|-0.78663903|0.5222341|0.1597499|0.009436265|0.24139783|-0.20249444|0.35103548|-0.3737163|0.18889621|0.07976975|-0.3958584|0.63400227|-0.2846121|-0.3442443|0.23815444|-0.37292737|0.071366675|0.19291604|0.2089178|0.16877946|0.6842774|0.34471428|-0.6552239|0.25251368|0.48118752|-0.02696897|-0.14802757|0.11567362|-0.0977163|-0.02566953|-0.2086912|0.47008982|0.046365704|-0.7173246|-0.31660753|-0.87978375|0.5620442|-0.2444565|-0.00822505|-0.15307494|0.042592436|-0.48316532|-0.361644|-0.11590109|0.36546054|-0.034674972|0.21719319|-0.051846825|-0.38134128|0.3844987|0.17497356|0.7219058|0.2244286|0.3654216|0.14229235|-0.40860546|0.1678494|0.3248221|0.41492602|-0.25882638|0.1796654|-0.6354574|0.59503055|-0.36851612|-0.10538007|0.17396882|-0.093155995|-0.082712576|-0.27459168|-0.47949648|0.5294827|-0.18624958|0.22863014|0.22657542|0.022063583|-0.25655323|0.44890764|0.048290104|-0.3736401|-0.07089953|0.0794951|0.296797|-0.02721329|0.51372886|-0.35246196
1081;-0.6335391|0.29351467|0.5316119|0.13341212|0.06619723|0.5286507|-0.115501285|0.18355623|0.19976936|-0.35737783|0.35703635|0.21766365|-0.49905735|0.5277786|-0.31721556|-0.08125898|0.30420932|0.36123914|0.14713562|0.2026239|-0.2499995|0.3315296|-0.48443162|0.37014562|0.026910938|-0.20277129|0.57879245|0.20487015|-0.36009088|-0.11687738|-0.16049051|0.052321006|0.39686853|0.40035933|0.24858762|0.5259648|0.284112|-0.43216044|0.11911434|0.17505692|0.12918362|-0.00086808205|0.53762114|0.024275303|-0.45706493|-0.26749286|0.40277153|-0.21106662|-0.56427085|-0.44755602|-0.6403608|0.7173921|-0.19422026|0.29285783|-0.14330186|0.36123246|-0.18060009|0.0037603378|-0.3342004|0.27194706|0.14673857|0.15264584|-0.19369411|-0.52707875|0.4395781|0.5190768|0.59010005|-0.016607583|0.68601894|0.10179664|0.03308338|-0.008829858|0.20581138|0.5872415|-0.37724236|0.49107426|-0.436274|0.23364672|-0.2509696|0.04809636|0.48256207|-0.2083621|0.41871613|-0.17101426|0.0026094317|0.44791013|-0.4131621|0.1610884|0.421673|0.2880672|0.18539228|0.11043958|0.021530613|-0.41256493|-0.10008627|-0.23186517|0.28488755|0.066187695|-0.046676844|-0.6588913
1082;-0.34883347|0.33714637|0.21084839|0.42314503|0.104481846|0.7157736|-0.24367285|0.35625988|0.20728047|-0.5262173|0.43254903|0.95863444|-0.5760256|0.7773652|-0.28802353|-0.6409906|0.30262446|0.5209158|0.12092738|0.62488925|-0.31521368|0.59436536|-0.6225892|0.206285|0.1228865|0.019548923|0.45237845|-0.3124386|-0.2003223|0.29124147|-0.25743753|-0.024339307|0.65310484|0.032964796|0.24042475|0.3928043|0.22432671|-0.92152965|0.4614703|0.7231919|0.053896125|0.054613724|0.24876332|-0.31403434|-0.065221205|-0.0022958517|0.3665446|0.248847|-0.4386844|-0.5946834|-0.83460456|0.38687694|-0.54338413|-0.22258069|-0.013789192|0.25847125|-0.207896|-0.18785073|-0.19955444|0.48926982|-0.08255567|-0.018372208|0.029978067|-0.18203051|0.5437634|0.2898757|0.38769788|-0.024378583|0.52975017|0.04877332|-0.29962504|0.01730626|0.21744591|0.615932|-0.3878043|0.28609657|-0.15477386|0.5898661|-0.61511874|-0.06300068|0.3331424|-0.13817215|0.31499526|-0.38184804|-0.29600066|0.33239475|-0.3557636|0.58383334|0.14981197|0.0910639|0.19277968|0.2069929|0.3514694|-0.45654488|-0.35477364|-0.19152114|0.06911034|-0.27940708|0.16817808|-0.41522565
1083;0.0060974658|0.8565074|1.0651357|0.46722135|0.61087066|0.12623978|-0.5531345|0.45138603|-0.22741577|-0.6355491|0.059999287|0.55590016|-0.8007573|1.2195625|-0.6928312|-0.76842797|0.47675472|0.49529576|-0.22314233|0.4858245|0.1113393|0.29139334|-0.44474414|0.4328757|0.19091688|-0.28652152|0.35655016|-0.26243427|-0.8672582|0.23205021|0.07968025|0.15038177|0.9762675|0.4067047|0.4735161|0.37225312|0.64573|-1.3783119|0.23517114|0.17708148|0.30622387|-0.68119156|0.4388708|-0.45538276|0.44657803|0.102775544|0.85723805|-0.068560764|-0.5316366|-0.031282783|-0.85583436|1.2860544|-0.41723895|0.20534766|-0.42957014|0.79520786|-0.13225661|-0.41446507|0.08825549|0.37455553|0.13268693|0.5603764|-0.30342877|-0.41094655|0.51777536|0.23734406|0.2057041|0.23531581|0.105071306|0.4300681|-0.68575084|0.033761792|0.61331844|0.068822384|-0.28494862|0.19305533|-0.52191156|0.74445903|-0.29030436|0.55471015|0.3485602|0.22370064|0.09216474|-0.10392037|0.30994147|0.2927478|-0.6922544|0.14396612|-0.26586482|-0.17723425|-0.25305706|0.47728425|-0.37140992|-0.51200044|-0.19579768|-0.053572208|0.09814026|0.62739813|0.9648091|-1.0963833
1084;0.25574094|0.3713038|0.31488228|0.0319418|-0.3531854|0.41627973|-0.08923816|0.40957317|-0.16323522|-0.56966656|0.31202817|0.40068084|-0.5032191|0.9486423|-0.21345872|-0.272558|-0.30489826|0.03229259|0.10705166|0.37787026|-0.06977168|0.19916312|-0.60579836|0.25364813|0.55375487|-0.564088|0.29263067|-0.23103516|-0.6762636|0.6591589|0.07713841|0.012168819|0.48962033|0.32757992|0.2342453|0.69395185|-0.047742456|-0.50557315|0.1184839|0.3470957|0.5318113|0.05057756|0.28150705|-0.06342161|-0.2342789|-0.053418145|0.20226438|0.14201353|-0.2600158|-0.20881882|-0.6799371|0.47738278|-0.030172765|-0.26804805|-0.27802163|0.41366512|-0.07786381|-0.1450365|-0.055054642|0.43611985|0.04848279|0.48268133|-0.34182927|-0.2629139|0.66065454|0.28270647|0.63095754|0.107767224|0.022004068|0.4245792|0.14514485|-0.14235896|0.007235408|0.43743792|-0.11757755|0.25600228|-0.306534|0.42420578|-0.66506743|-0.105872035|-0.09563786|-0.16310686|0.38389745|-0.28896347|-0.31636882|0.52068067|-0.26563087|0.27595356|-0.24678299|-0.19669376|0.3435976|0.5357214|0.46434212|0.10956505|-0.1926003|-0.17583734|0.037275806|0.09187618|0.5184363|-0.4299708
